dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1600941600,2020-09-24 10:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,290.81,,288.98,290.96,288.93,291.97,1019,,,89,4.12,295,,0.12,,,,32,500,Rain,light rain,10d
1600945200,2020-09-24 11:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,292.1,,289.15,292.22,290.03,292.44,1019,,,83,4.5,298,,,,,,36,802,Clouds,scattered clouds,03d
1600948800,2020-09-24 12:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,292.85,,287.01,292.68,291.7,293.17,1019,,,69,4.6,291,,,,,,43,802,Clouds,scattered clouds,03d
1600952400,2020-09-24 13:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,293.19,,286.18,292.92,292.25,293.49,1019,,,64,4.86,285,,,,,,52,803,Clouds,broken clouds,04d
1600956000,2020-09-24 14:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,292.86,,286.34,292.61,292.25,292.92,1019,,,66,5.44,286,,,,,,91,804,Clouds,overcast clouds,04d
1600959600,2020-09-24 15:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,292.18,,286.14,291.91,291.76,292.4,1019,,,68,5.24,290,,,,,,94,804,Clouds,overcast clouds,04d
1600963200,2020-09-24 16:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,291.79,,285.09,291.41,291.61,291.91,1019,,,65,5.28,291,,,,,,76,803,Clouds,broken clouds,04d
1600966800,2020-09-24 17:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,290.89,,286.2,290.65,290.59,291.01,1020,,,74,4.78,294,,0.11,,,,36,500,Rain,light rain,10d
1600970400,2020-09-24 18:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,290.27,,285.81,290,289.98,290.54,1020,,,75,3.84,296,,,,,,37,802,Clouds,scattered clouds,03d
1600974000,2020-09-24 19:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,289.26,,285.81,289.02,288.92,289.41,1021,,,80,2.84,300,,,,,,43,802,Clouds,scattered clouds,03n
1600977600,2020-09-24 20:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,288.83,,286.32,288.67,288.36,289.09,1021,,,85,3.12,309,,,,,,55,803,Clouds,broken clouds,04n
1600981200,2020-09-24 21:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,288.1,,285.6,287.87,287.81,288.36,1022,,,85,3.56,318,,,,,,56,803,Clouds,broken clouds,04n
1600984800,2020-09-24 22:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,287.7,,285.21,287.43,287.46,288.36,1023,,,85,2.6,328,,,,,,43,802,Clouds,scattered clouds,03n
1600988400,2020-09-24 23:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,287.1,,284.8,286.8,286.77,287.81,1023,,,86,2.29,319,,,,,,43,802,Clouds,scattered clouds,03n
1600992000,2020-09-25 00:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,286.7,,284.05,286.3,286.25,287.81,1023,,,84,2.13,315,,,,,,38,802,Clouds,scattered clouds,03n
1600995600,2020-09-25 01:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,286.44,,283.8,286.02,285.87,287.25,1024,,,84,2.32,323,,,,,,31,802,Clouds,scattered clouds,03n
1600999200,2020-09-25 02:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,285.94,,283.13,285.44,285.17,286.7,1023,,,83,2.39,320,,,,,,43,802,Clouds,scattered clouds,03n
1601002800,2020-09-25 03:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,285.13,,282.16,284.52,284.23,286.7,1024,,,82,2.63,323,,,,,,45,802,Clouds,scattered clouds,03n
1601006400,2020-09-25 04:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,284.51,,281.55,283.84,283.4,286.14,1024,,,82,2.36,322,,,,,,61,803,Clouds,broken clouds,04n
1601010000,2020-09-25 05:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,285.36,,282.74,284.83,284.55,286.14,1024,,,84,2.34,322,,,,,,73,803,Clouds,broken clouds,04n
1601013600,2020-09-25 06:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,285.45,,283,284.96,284.41,286.12,1025,,,85,2.47,327,,,,,,77,803,Clouds,broken clouds,04n
1601017200,2020-09-25 07:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,285.39,,282.94,284.89,284.61,285.81,1025,,,85,2.69,330,,,,,,62,803,Clouds,broken clouds,04d
1601020800,2020-09-25 08:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,287.37,,284.89,287.07,286.14,287.71,1026,,,85,2.99,334,,,,,,86,804,Clouds,overcast clouds,04d
1601024400,2020-09-25 09:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,288.39,,283.79,287.9,288.07,288.67,1027,,,74,3.83,340,,,,,,81,803,Clouds,broken clouds,04d
1601028000,2020-09-25 10:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,290.54,,286.07,290.29,288.36,290.85,1028,,,75,3.3,342,,,,,,43,802,Clouds,scattered clouds,03d
1601031600,2020-09-25 11:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,290.75,,285.86,290.47,288.57,291.8,1028,,,73,4.23,339,,,,,,55,803,Clouds,broken clouds,04d
1601035200,2020-09-25 12:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,291.83,,285.59,291.5,290.03,292.07,1028,,,67,4.4,333,,,,,,65,803,Clouds,broken clouds,04d
1601038800,2020-09-25 13:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,292.42,,285.68,292.1,290.59,292.74,1027,,,65,5.01,332,,,,,,75,803,Clouds,broken clouds,04d
1601042400,2020-09-25 14:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,292.47,,284.27,292,291.14,292.73,1027,,,59,5.21,335,,,,,,81,803,Clouds,broken clouds,04d
1601046000,2020-09-25 15:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,292.53,,284.58,292.09,291.7,292.74,1027,,,60,5.2,336,,,,,,87,804,Clouds,overcast clouds,04d
1601049600,2020-09-25 16:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,292.39,,284.19,291.91,291.14,292.51,1027,,,59,5.25,337,,,,,,82,803,Clouds,broken clouds,04d
1601053200,2020-09-25 17:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,291.64,,283.23,291.06,290.59,291.77,1027,,,58,5.01,333,,,,,,73,803,Clouds,broken clouds,04d
1601056800,2020-09-25 18:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,290.01,,284.07,289.53,289.48,290.17,1027,,,68,4.12,329,,,,,,24,801,Clouds,few clouds,02d
1601060400,2020-09-25 19:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,288.7,,284.09,288.24,288.16,289.18,1028,,,74,3.55,332,,,,,,8,800,Clear,sky is clear,01n
1601064000,2020-09-25 20:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,287.5,,283.72,287.03,286.6,288.17,1028,,,78,3.28,338,,,,,,4,800,Clear,sky is clear,01n
1601067600,2020-09-25 21:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,286.56,,282.81,285.99,285.52,287.25,1029,,,78,3.09,343,,,,,,15,801,Clouds,few clouds,02n
1601071200,2020-09-25 22:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,285.94,,282.2,285.31,284.93,286.7,1029,,,78,2.91,352,,,,,,23,801,Clouds,few clouds,02n
1601074800,2020-09-25 23:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,285.3,,281.96,284.66,284.29,286.14,1029,,,80,2.06,342,,,,,,22,801,Clouds,few clouds,02n
1601078400,2020-09-26 00:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,284.95,,281.62,284.27,284.37,285.59,1028,,,80,1.71,334,,,,,,35,802,Clouds,scattered clouds,03n
1601082000,2020-09-26 01:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,284.46,,281.5,283.79,283.9,285.03,1028,,,82,1.76,336,,,,,,12,801,Clouds,few clouds,02n
1601085600,2020-09-26 02:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,283.82,,280.88,283.08,283.19,285.03,1028,,,82,1.63,346,,,,,,19,801,Clouds,few clouds,02n
1601089200,2020-09-26 03:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,283.68,,280.74,282.93,283.33,284.48,1027,,,82,1.34,355,,,,,,24,801,Clouds,few clouds,02n
1601092800,2020-09-26 04:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,283.59,,280.65,282.83,283.42,284.48,1027,,,82,0.94,21,,,,,,71,803,Clouds,broken clouds,04n
1601096400,2020-09-26 05:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,283.42,,281.01,282.72,283.36,283.92,1027,,,85,0.93,22,,,,,,89,804,Clouds,overcast clouds,04n
1601100000,2020-09-26 06:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,283,,280.94,283,282.18,283.84,1026,,,87,0.78,6,,,,,,99,804,Clouds,overcast clouds,04n
1601103600,2020-09-26 07:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,283.54,,281.64,282.93,282.57,284.51,1026,,,88,0.87,353,,,,,,100,804,Clouds,overcast clouds,04d
1601107200,2020-09-26 08:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,285.96,,283.15,285.46,285.33,286.65,1026,,,83,1.02,336,,,,,,100,804,Clouds,overcast clouds,04d
1601110800,2020-09-26 09:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,287.67,,284.08,287.24,287.12,288.35,1026,,,79,1.42,321,,,,,,91,804,Clouds,overcast clouds,04d
1601114400,2020-09-26 10:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,289.12,,285.29,288.81,287.25,289.82,1026,,,78,1.87,336,,,,,,98,804,Clouds,overcast clouds,04d
1601118000,2020-09-26 11:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,289.63,,285.79,289.37,287.75,290.87,1026,,,78,2.52,315,,,,,,100,804,Clouds,overcast clouds,04d
1601121600,2020-09-26 12:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,290.35,,286.68,290.19,288.66,291.32,1025,,,79,3.44,303,,,,,,100,804,Clouds,overcast clouds,04d
1601125200,2020-09-26 13:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,290.83,,287.53,290.77,289.12,291.87,1024,,,81,4.32,302,,,,,,100,804,Clouds,overcast clouds,04d
1601128800,2020-09-26 14:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,290.76,,288.57,290.85,288.86,291.73,1023,,,87,4.98,304,,0.22,,,,100,500,Rain,light rain,10d
1601132400,2020-09-26 15:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,291.5,,287.2,291.38,291.36,291.57,1023,,,76,5.34,304,,0.12,,,,100,500,Rain,light rain,10d
1601136000,2020-09-26 16:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,290.9,,287.21,290.79,290.78,291,1022,,,79,5.49,309,,,,,,100,804,Clouds,overcast clouds,04d
1601139600,2020-09-26 17:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,289.8,,287.81,289.82,288.06,290.74,1022,,,88,4.32,308,,,,,,100,804,Clouds,overcast clouds,04d
1601143200,2020-09-26 18:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,289.96,,287.96,289.99,288.36,290.4,1022,,,88,3.36,299,,,,,,100,804,Clouds,overcast clouds,04d
1601146800,2020-09-26 19:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,290.03,,288.03,290.07,288.36,290.5,1021,,,88,3.2,288,,0.1,,,,100,500,Rain,light rain,10n
1601150400,2020-09-26 20:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,289.76,,287.77,289.77,288.36,290.22,1021,,,88,3.34,297,,0.2,,,,100,500,Rain,light rain,10n
1601154000,2020-09-26 21:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,289.84,,287.84,289.86,288.92,290.4,1021,,,88,3.41,313,,0.21,,,,100,500,Rain,light rain,10n
1601157600,2020-09-26 22:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,289.81,,287.81,289.83,288.92,290.39,1020,,,88,2.7,318,,,,,,99,804,Clouds,overcast clouds,04n
1601161200,2020-09-26 23:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,289.63,,287.64,289.63,289.29,290.15,1020,,,88,2.53,310,,,,,,99,804,Clouds,overcast clouds,04n
1601164800,2020-09-27 00:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,289.19,,287.2,289.15,288.9,289.58,1020,,,88,2.76,311,,,,,,97,804,Clouds,overcast clouds,04n
1601168400,2020-09-27 01:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,288.96,,286.98,288.89,288.73,289.28,1019,,,88,2.8,315,,,,,,93,804,Clouds,overcast clouds,04n
1601172000,2020-09-27 02:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,288.73,,286.75,288.64,288.36,289.12,1019,,,88,2.57,321,,,,,,95,804,Clouds,overcast clouds,04n
1601175600,2020-09-27 03:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,288.73,,286.75,288.64,288.36,289.17,1019,,,88,2.26,322,,,,,,83,803,Clouds,broken clouds,04n
1601179200,2020-09-27 04:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,288.64,,286.66,288.54,288.36,289.08,1018,,,88,1.89,318,,,,,,85,804,Clouds,overcast clouds,04n
1601182800,2020-09-27 05:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,288.73,,286.75,288.64,287.81,289.13,1018,,,88,1.75,315,,,,,,89,804,Clouds,overcast clouds,04n
1601186400,2020-09-27 06:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,288.59,,286.61,288.49,287.81,289.09,1019,,,88,1.82,319,,,,,,90,804,Clouds,overcast clouds,04n
1601190000,2020-09-27 07:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,288.64,,286.66,288.54,287.81,289.05,1019,,,88,2.12,323,,,,,,89,804,Clouds,overcast clouds,04d
1601193600,2020-09-27 08:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,289.57,,287.58,289.57,288.36,290.07,1019,,,88,2.75,333,,,,,,58,803,Clouds,broken clouds,04d
1601197200,2020-09-27 09:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,290.42,,288.42,290.5,288.88,291.5,1019,,,88,3.18,345,,,,,,76,803,Clouds,broken clouds,04d
1601200800,2020-09-27 10:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,292.1,,289.34,292.24,290.37,292.96,1019,,,84,2.93,6,,,,,,86,804,Clouds,overcast clouds,04d
1601204400,2020-09-27 11:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,293.56,,289.19,293.64,292.25,293.7,1019,,,76,2.98,3,,,,,,80,803,Clouds,broken clouds,04d
1601208000,2020-09-27 12:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,294.58,,289.33,294.66,293.36,294.72,1019,,,72,2.94,356,,,,,,67,803,Clouds,broken clouds,04d
1601211600,2020-09-27 13:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,295.56,,288.66,295.55,293.92,295.81,1018,,,65,2.93,351,,,,,,13,801,Clouds,few clouds,02d
1601215200,2020-09-27 14:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,295.97,,289.53,296.06,294.48,296.34,1017,,,67,3.05,344,,,,,,0,800,Clear,sky is clear,01d
1601218800,2020-09-27 15:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,296.03,,288.37,295.99,295.03,296.51,1017,,,62,3.45,339,,,,,,0,800,Clear,sky is clear,01d
1601222400,2020-09-27 16:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,295.75,,287.34,295.61,295.44,296.31,1017,,,59,3.8,336,,,,,,0,800,Clear,sky is clear,01d
1601226000,2020-09-27 17:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,294.64,,287.06,294.46,294.34,295.19,1017,,,62,3.73,330,,,,,,0,800,Clear,sky is clear,01d
1601229600,2020-09-27 18:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,292.57,,285.59,292.24,292.39,293.36,1017,,,64,3.51,328,,,,,,0,800,Clear,sky is clear,01d
1601233200,2020-09-27 19:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,289.95,,284.24,289.49,289.23,291.7,1017,,,69,3.32,334,,,,,,0,800,Clear,sky is clear,01n
1601236800,2020-09-27 20:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,288.91,,283.67,288.4,288.4,290.59,1017,,,71,2.91,348,,,,,,0,800,Clear,sky is clear,01n
1601240400,2020-09-27 21:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,287.9,,283.72,287.41,287.23,289.48,1018,,,76,2.64,2,,,,,,0,800,Clear,sky is clear,01n
1601244000,2020-09-27 22:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,286.58,,282.83,286.02,285.85,287.12,1018,,,78,2.5,21,,,,,,0,800,Clear,sky is clear,01n
1601247600,2020-09-27 23:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,286,,282.45,285.4,285.46,286.38,1018,,,79,2.19,26,,,,,,0,800,Clear,sky is clear,01n
1601251200,2020-09-28 00:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,285.26,,282.1,284.64,284.91,285.55,1018,,,81,1.92,28,,,,,,0,800,Clear,sky is clear,01n
1601254800,2020-09-28 01:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,284.12,,281.35,283.44,282.83,284.81,1018,,,83,1.82,33,,,,,,0,800,Clear,sky is clear,01n
1601258400,2020-09-28 02:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,283.63,,280.69,282.87,282.41,284.34,1017,,,82,1.82,40,,,,,,1,800,Clear,sky is clear,01n
1601262000,2020-09-28 03:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,282.58,,280.19,281.84,281.51,283.26,1017,,,85,1.81,49,,,,,,10,800,Clear,sky is clear,01n
1601265600,2020-09-28 04:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,282.28,,279.55,281.42,281.28,282.92,1017,,,83,1.9,57,,,,,,27,802,Clouds,scattered clouds,03n
1601269200,2020-09-28 05:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,282.08,,279.53,281.07,281.21,282.67,1017,,,84,2.03,58,,,,,,3,800,Clear,sky is clear,01n
1601272800,2020-09-28 06:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,282.2,,279.64,281.19,281.33,282.8,1017,,,84,2.06,51,,,,,,71,803,Clouds,broken clouds,04n
1601276400,2020-09-28 07:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,282.52,,279.78,281.73,281.57,283.1,1018,,,83,1.86,56,,,,,,97,804,Clouds,overcast clouds,04d
1601280000,2020-09-28 08:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,285.08,,281.74,284.42,284.22,285.64,1018,,,80,2.11,61,,,,,,98,804,Clouds,overcast clouds,04d
1601283600,2020-09-28 09:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,288.79,,284.38,288.37,287.98,289.53,1018,,,75,1.46,68,,,,,,100,804,Clouds,overcast clouds,04d
1601287200,2020-09-28 10:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,292.15,,285.66,291.83,291.1,292.84,1018,,,66,1.19,98,,,,,,99,804,Clouds,overcast clouds,04d
1601290800,2020-09-28 11:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,293.86,,286.08,293.58,292.78,294.58,1018,,,61,0.98,120,,,,,,100,804,Clouds,overcast clouds,04d
1601294400,2020-09-28 12:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,294.96,,286.07,294.68,293.84,295.78,1018,,,57,0.48,160,,,,,,99,804,Clouds,overcast clouds,04d
1601298000,2020-09-28 13:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,295.83,,285.48,295.51,295.27,296.39,1018,,,52,0.54,250,,,,,,100,804,Clouds,overcast clouds,04d
1601301600,2020-09-28 14:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,295.96,,285.3,295.63,295.35,296.7,1017,,,51,1.12,290,,,,,,100,804,Clouds,overcast clouds,04d
1601305200,2020-09-28 15:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,296.17,,284.58,295.78,295.55,297.25,1017,,,48,1.72,305,,,,,,100,804,Clouds,overcast clouds,04d
1601308800,2020-09-28 16:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,295.72,,283.53,295.23,295.06,297.25,1017,,,46,2.14,316,,,,,,100,804,Clouds,overcast clouds,04d
1601312400,2020-09-28 17:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,294.1,,285.27,293.74,293.03,295.59,1017,,,57,1.91,319,,,,,,100,804,Clouds,overcast clouds,04d
1601316000,2020-09-28 18:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,293.21,,285.71,292.89,292.46,294.2,1017,,,62,1.75,319,,,,,,100,804,Clouds,overcast clouds,04d
1601319600,2020-09-28 19:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,291.78,,285.99,291.5,291.54,292.81,1017,,,69,1.61,333,,,,,,100,804,Clouds,overcast clouds,04n
1601323200,2020-09-28 20:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,290.8,,286.32,290.58,290.34,291.7,1017,,,75,1.38,355,,,,,,100,804,Clouds,overcast clouds,04n
1601326800,2020-09-28 21:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,289.53,,286.26,289.34,289.29,289.73,1017,,,81,1.44,13,,,,,,100,804,Clouds,overcast clouds,04n
1601330400,2020-09-28 22:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,288.28,,285.96,288.09,287.34,288.86,1017,,,86,1.75,36,,,,,,90,804,Clouds,overcast clouds,04n
1601334000,2020-09-28 23:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,288.25,,285.75,288.04,287.53,288.99,1017,,,85,1.93,39,,,,,,59,803,Clouds,broken clouds,04n
1601337600,2020-09-29 00:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,287.33,,285.2,287.08,286.42,288.26,1017,,,87,1.71,49,,,,,,25,802,Clouds,scattered clouds,03n
1601341200,2020-09-29 01:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,286.41,,284.47,286.09,285.59,287.01,1017,,,88,1.44,51,,,,,,37,802,Clouds,scattered clouds,03n
1601344800,2020-09-29 02:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,286.14,,284.54,285.84,285.36,287.04,1017,,,90,1.49,42,,,,,,54,803,Clouds,broken clouds,04n
1601348400,2020-09-29 03:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,285.3,,283.54,284.89,284.46,286.17,1017,,,89,1.38,37,,,,,,73,803,Clouds,broken clouds,04n
1601352000,2020-09-29 04:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,285.01,,283.26,284.58,284.3,285.76,1017,,,89,1.28,35,,,,,,81,803,Clouds,broken clouds,04n
1601355600,2020-09-29 05:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,284.24,,282.66,283.75,283.66,284.94,1017,,,90,1.26,37,,,,,,54,803,Clouds,broken clouds,04n
1601359200,2020-09-29 06:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,283.93,,282.52,283.44,283.43,284.62,1017,,,91,1.39,41,,,,,,1,800,Clear,sky is clear,01n
1601362800,2020-09-29 07:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,283.8,,282.23,283.27,283.26,284.38,1017,,,90,1.38,50,,,,,,0,800,Clear,sky is clear,01d
1601366400,2020-09-29 08:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,287.24,,284.4,286.87,286.62,287.94,1018,,,83,1.59,54,,,,,,0,800,Clear,sky is clear,01d
1601370000,2020-09-29 09:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,291.18,,286.27,290.94,290.26,291.93,1018,,,73,0.91,44,,,,,,0,800,Clear,sky is clear,01d
1601373600,2020-09-29 10:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,294.29,,286.98,294.1,293.53,295,1018,,,63,0.47,40,,,,,,0,800,Clear,sky is clear,01d
1601377200,2020-09-29 11:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,295.68,,285.92,295.4,294.65,296.4,1018,,,54,0.27,347,,,,,,0,800,Clear,sky is clear,01d
1601380800,2020-09-29 12:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,296.76,,284.47,296.38,296.12,297.25,1018,,,46,0.82,291,,,,,,0,800,Clear,sky is clear,01d
1601384400,2020-09-29 13:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,297.5,,284.47,297.14,296.86,298.36,1017,,,44,1.54,296,,,,,,0,800,Clear,sky is clear,01d
1601388000,2020-09-29 14:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,298.01,,283.5,297.6,297.35,299.48,1017,,,40,1.93,302,,,,,,0,800,Clear,sky is clear,01d
1601391600,2020-09-29 15:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,297.66,,283.92,297.26,296.41,299.48,1016,,,42,2.24,305,,,,,,0,800,Clear,sky is clear,01d
1601395200,2020-09-29 16:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,297.02,,287.16,296.87,295.9,298.15,1016,,,54,2.56,308,,,,,,0,800,Clear,sky is clear,01d
1601398800,2020-09-29 17:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,295.84,,286.06,295.57,294.79,297.25,1017,,,54,2.5,309,,,,,,0,800,Clear,sky is clear,01d
1601402400,2020-09-29 18:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,293.52,,287.19,293.36,292.51,294.28,1017,,,67,2.01,308,,,,,,0,800,Clear,sky is clear,01d
1601406000,2020-09-29 19:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,292.22,,283.77,291.7,291.86,293.36,1017,,,58,1.77,320,,,,,,13,801,Clouds,few clouds,02n
1601409600,2020-09-29 20:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,290.86,,283.5,290.31,289.54,292.81,1017,,,62,1.58,345,,,,,,75,803,Clouds,broken clouds,04n
1601413200,2020-09-29 21:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,289.61,,286.53,289.45,289.07,290.43,1018,,,82,1.4,5,,,,,,92,804,Clouds,overcast clouds,04n
1601416800,2020-09-29 22:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,287.18,,285.23,286.94,286.16,287.87,1018,,,88,1.49,4,,,,,,68,803,Clouds,broken clouds,04n
1601420400,2020-09-29 23:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,286.26,,284.66,285.98,285.49,287.21,1018,,,90,1.41,358,,,,,,40,802,Clouds,scattered clouds,03n
1601424000,2020-09-30 00:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,285.81,,284.38,285.51,285.16,286.82,1018,,,91,1.37,358,,,,,,11,801,Clouds,few clouds,02n
1601427600,2020-09-30 01:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,285.04,,283.78,284.69,284.48,285.98,1018,,,92,1.47,1,,,,,,1,800,Clear,sky is clear,01n
1601431200,2020-09-30 02:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,284.68,,283.43,284.29,284.18,285.5,1018,,,92,1.56,6,,,,,,0,800,Clear,sky is clear,01n
