dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1577836800,2020-01-01 00:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,277.17,,276.44,275.87,276.77,277.95,1032,,,95,1.58,63,,,,,,57,803,Clouds,broken clouds,04n
1577840400,2020-01-01 01:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,276.55,,275.83,274.97,276.06,277.32,1032,,,95,1.73,66,,,,,,54,803,Clouds,broken clouds,04n
1577844000,2020-01-01 02:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,275.64,,274.92,274.16,275.27,276.32,1031,,,95,1.55,66,,,,,,68,803,Clouds,broken clouds,04n
1577847600,2020-01-01 03:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,274.27,,273.85,272.41,274.04,274.77,1032,,,97,1.68,64,,,,,,66,803,Clouds,broken clouds,04n
1577851200,2020-01-01 04:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,274.3,,273.73,272.19,274.06,274.94,1032,,,96,1.87,64,,,,,,45,802,Clouds,scattered clouds,03n
1577854800,2020-01-01 05:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,274.55,,273.98,272.41,274.11,275.43,1032,,,96,1.93,67,,,,,,3,800,Clear,sky is clear,01n
1577858400,2020-01-01 06:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,274.54,,273.53,272.42,273.83,275.31,1032,,,93,1.91,72,,,,,,3,800,Clear,sky is clear,01n
1577862000,2020-01-01 07:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,274.54,,273.53,272.41,273.76,275.46,1032,,,93,1.92,77,,,,,,5,800,Clear,sky is clear,01n
1577865600,2020-01-01 08:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,274.42,,273.56,272.46,273.68,275.36,1032,,,94,1.77,78,,,,,,4,800,Clear,sky is clear,01n
1577869200,2020-01-01 09:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,275.32,,274.16,273.04,274.67,276.62,1032,,,92,2.16,77,,,,,,9,800,Clear,sky is clear,01d
1577872800,2020-01-01 10:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,279.81,,277.3,278.51,279,280.95,1033,,,84,1.94,83,,,,,,0,800,Clear,sky is clear,01d
1577876400,2020-01-01 11:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,282.86,,277.45,282.86,281.93,283.92,1033,,,69,1.23,97,,,,,,0,800,Clear,sky is clear,01d
1577880000,2020-01-01 12:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,284.21,,279.36,283.25,283.61,284.73,1033,,,72,0.68,121,,,,,,0,800,Clear,sky is clear,01d
1577883600,2020-01-01 13:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,285.89,,280.14,285,285.59,286.23,1032,,,68,0.61,173,,,,,,4,800,Clear,sky is clear,01d
1577887200,2020-01-01 14:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,286.4,,278.32,285.3,285.29,287.07,1031,,,58,0.74,200,,,,,,0,800,Clear,sky is clear,01d
1577890800,2020-01-01 15:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,286.4,,279.28,285.4,285.57,287.04,1031,,,62,0.58,204,,,,,,2,800,Clear,sky is clear,01d
1577894400,2020-01-01 16:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,285.75,,278.2,284.63,285.03,286.56,1031,,,60,0.36,218,,,,,,5,800,Clear,sky is clear,01d
1577898000,2020-01-01 17:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,284.79,,277.53,283.6,284,285.59,1031,,,61,0.58,253,,,,,,11,801,Clouds,few clouds,02d
1577901600,2020-01-01 18:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,282.16,,276.58,282.16,281.91,283.92,1031,,,68,0.35,252,,,,,,9,800,Clear,sky is clear,01n
1577905200,2020-01-01 19:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,279.44,,277.27,279.44,277.76,280.85,1031,,,86,0.19,72,,,,,,5,800,Clear,sky is clear,01n
1577908800,2020-01-01 20:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,278.26,,276.6,278.26,276.82,279.3,1031,,,89,0.87,52,,,,,,0,800,Clear,sky is clear,01n
1577912400,2020-01-01 21:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,277.26,,276.23,277.26,276.62,277.8,1031,,,93,0.85,69,,,,,,0,800,Clear,sky is clear,01n
1577916000,2020-01-01 22:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,276.24,,275.52,275.03,275.92,276.77,1031,,,95,1.42,81,,,,,,45,802,Clouds,scattered clouds,03n
1577919600,2020-01-01 23:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,276.06,,275.49,274.31,275.45,276.97,1031,,,96,1.81,87,,,,,,48,802,Clouds,scattered clouds,03n
1577923200,2020-01-02 00:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,275.69,,275.12,273.68,275.09,276.55,1031,,,96,1.98,86,,,,,,18,801,Clouds,few clouds,02n
1577926800,2020-01-02 01:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,275.4,,274.68,273.31,274.84,276.27,1030,,,95,2,86,,,,,,22,801,Clouds,few clouds,02n
1577930400,2020-01-02 02:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,275.35,,274.49,273.29,274.94,276.12,1030,,,94,1.97,89,,,,,,15,801,Clouds,few clouds,02n
1577934000,2020-01-02 03:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,274.64,,273.63,272.54,274.25,275.31,1030,,,93,1.91,91,,,,,,29,802,Clouds,scattered clouds,03n
1577937600,2020-01-02 04:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,274.46,,273.31,272.83,274.08,275.13,1029,,,92,1.54,88,,,,,,31,802,Clouds,scattered clouds,03n
1577941200,2020-01-02 05:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,274.58,,273.42,272.81,274.2,275.42,1030,,,92,1.65,89,,,,,,60,803,Clouds,broken clouds,04n
1577944800,2020-01-02 06:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,274.54,,273.38,272.83,274.11,275.68,1030,,,92,1.6,90,,,,,,73,803,Clouds,broken clouds,04n
1577948400,2020-01-02 07:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,274.79,,273.63,272.9,274.12,276.13,1030,,,92,1.76,94,,,,,,83,803,Clouds,broken clouds,04n
1577952000,2020-01-02 08:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,275.76,,274.29,274,274.6,277.67,1030,,,90,1.78,96,,,,,,89,804,Clouds,overcast clouds,04n
1577955600,2020-01-02 09:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,276.56,,274.76,274.52,275.16,278.64,1031,,,88,2.14,97,,,,,,91,804,Clouds,overcast clouds,04d
1577959200,2020-01-02 10:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,279.67,,277.67,278.08,278.71,281.7,1032,,,87,2.23,110,,,,,,98,804,Clouds,overcast clouds,04d
1577962800,2020-01-02 11:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,281.48,,279.11,280.31,280.74,282.85,1032,,,85,2.1,126,,,,,,100,804,Clouds,overcast clouds,04d
1577966400,2020-01-02 12:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,282.69,,280.3,281.75,282.08,283.68,1031,,,85,2.07,145,,,,,,100,804,Clouds,overcast clouds,04d
1577970000,2020-01-02 13:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,283.61,,281.03,282.9,282.73,284.43,1031,,,84,2.41,176,,,,,,100,804,Clouds,overcast clouds,04d
1577973600,2020-01-02 14:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,283.79,,281.38,283.13,282.66,284.58,1030,,,85,2.86,193,,,,,,100,804,Clouds,overcast clouds,04d
1577977200,2020-01-02 15:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,283.22,,280.82,282.5,281.8,284.05,1030,,,85,2.84,202,,,,,,100,804,Clouds,overcast clouds,04d
1577980800,2020-01-02 16:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,283.32,,281.09,282.64,281.69,284.2,1030,,,86,2.22,197,,,,,,100,804,Clouds,overcast clouds,04d
1577984400,2020-01-02 17:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,283.02,,280.62,282.39,281.51,284.14,1030,,,85,1.77,186,,,,,,100,804,Clouds,overcast clouds,04d
1577988000,2020-01-02 18:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,283.28,,280.7,282.54,282.25,283.93,1031,,,84,1.72,161,,,,,,100,804,Clouds,overcast clouds,04n
1577991600,2020-01-02 19:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,283.35,,280.42,282.57,282.81,283.73,1031,,,82,1.51,136,,,,,,100,804,Clouds,overcast clouds,04n
1577995200,2020-01-02 20:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,282.48,,279.39,281.92,281.62,283.37,1031,,,81,1.61,128,,,,,,100,804,Clouds,overcast clouds,04n
1577998800,2020-01-02 21:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,282.13,,279.05,281.42,281.01,283.36,1031,,,81,1.71,119,,,,,,100,804,Clouds,overcast clouds,04n
1578002400,2020-01-02 22:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,282.35,,279.08,281.52,281.03,283.75,1032,,,80,1.87,128,,,,,,100,804,Clouds,overcast clouds,04n
1578006000,2020-01-02 23:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,282.83,,279.55,282.06,281.93,283.78,1032,,,80,1.89,122,,,,,,100,804,Clouds,overcast clouds,04n
1578009600,2020-01-03 00:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,282.96,,279.68,282.37,282.07,283.94,1032,,,80,1.72,120,,,,,,99,804,Clouds,overcast clouds,04n
1578013200,2020-01-03 01:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,282.23,,279.15,281.66,280.86,283.75,1032,,,81,1.58,118,,,,,,98,804,Clouds,overcast clouds,04n
1578016800,2020-01-03 02:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,282.48,,279.57,281.96,281.23,283.91,1032,,,82,1.57,116,,,,,,98,804,Clouds,overcast clouds,04n
1578020400,2020-01-03 03:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,282.64,,279.55,282.04,281.38,283.99,1032,,,81,1.67,117,,,,,,92,804,Clouds,overcast clouds,04n
1578024000,2020-01-03 04:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,282.87,,279.95,282.3,281.66,284.21,1032,,,82,1.68,117,,,,,,86,804,Clouds,overcast clouds,04n
1578027600,2020-01-03 05:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,283.01,,280.26,282.55,281.82,284.33,1032,,,83,1.59,115,,,,,,77,803,Clouds,broken clouds,04n
1578031200,2020-01-03 06:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,282.95,,280.55,282.7,281.79,284.21,1032,,,85,1.38,113,,,,,,73,803,Clouds,broken clouds,04n
1578034800,2020-01-03 07:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,282.87,,280.47,282.44,281.72,284.02,1033,,,85,1.54,117,,,,,,85,804,Clouds,overcast clouds,04n
1578038400,2020-01-03 08:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,283.03,,280.28,282.47,281.87,284.23,1033,,,83,1.69,121,,,,,,88,804,Clouds,overcast clouds,04n
1578042000,2020-01-03 09:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,283.57,,280.81,282.83,283.11,284.3,1033,,,83,2,121,,,,,,92,804,Clouds,overcast clouds,04d
1578045600,2020-01-03 10:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,284.51,,281.91,283.89,283.92,285.13,1034,,,84,1.75,121,,,,,,100,804,Clouds,overcast clouds,04d
1578049200,2020-01-03 11:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,285.15,,282.36,284.57,284.48,285.54,1035,,,83,1.74,136,,,,,,100,804,Clouds,overcast clouds,04d
1578052800,2020-01-03 12:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,285.67,,282.5,285.09,285.03,285.79,1034,,,81,1.78,154,,,,,,100,804,Clouds,overcast clouds,04d
1578056400,2020-01-03 13:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,286.29,,283.11,285.77,286.14,286.4,1034,,,81,1.51,164,,,,,,100,804,Clouds,overcast clouds,04d
1578060000,2020-01-03 14:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,286.6,,283.95,286.19,286.14,286.69,1034,,,84,1.54,164,,,,,,100,804,Clouds,overcast clouds,04d
1578063600,2020-01-03 15:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,286.48,,284.88,286.22,285.59,286.62,1033,,,90,1.39,156,,,,,,100,804,Clouds,overcast clouds,04d
1578067200,2020-01-03 16:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,286.06,,284.96,285.83,285.03,286.26,1034,,,93,1.31,141,,,,,,100,804,Clouds,overcast clouds,04d
1578070800,2020-01-03 17:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,285.94,,285,285.73,285.03,286.29,1034,,,94,1.35,114,,,,,,100,804,Clouds,overcast clouds,04d
1578074400,2020-01-03 18:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,285.51,,284.57,285.26,284.48,285.64,1034,,,94,1.58,103,,,,,,98,804,Clouds,overcast clouds,04n
1578078000,2020-01-03 19:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,285.14,,284.21,284.85,284.87,285.47,1035,,,94,1.44,85,,,,,,92,804,Clouds,overcast clouds,04n
1578081600,2020-01-03 20:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,284.85,,284.08,284.56,284.39,285.54,1035,,,95,1.26,72,,,,,,90,804,Clouds,overcast clouds,04n
1578085200,2020-01-03 21:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,284.65,,283.88,284.34,284.34,285.18,1035,,,95,1.1,62,,,,,,91,804,Clouds,overcast clouds,04n
1578088800,2020-01-03 22:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,284.52,,283.75,284.19,284.14,285.09,1035,,,95,1.14,59,,,,,,100,804,Clouds,overcast clouds,04n
1578092400,2020-01-03 23:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,284.55,,283.94,284.25,284.27,285.04,1035,,,96,1.21,68,,,,,,100,804,Clouds,overcast clouds,04n
1578096000,2020-01-04 00:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,284.42,,283.81,284.11,284.14,284.88,1035,,,96,1.25,72,,,,,,98,804,Clouds,overcast clouds,04n
1578099600,2020-01-04 01:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,284.15,,283.54,283.81,283.8,284.7,1035,,,96,1.35,68,,,,,,87,804,Clouds,overcast clouds,04n
1578103200,2020-01-04 02:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,283.63,,282.71,283.19,283.31,284.48,1035,,,94,1.47,66,,,,,,77,803,Clouds,broken clouds,04n
1578106800,2020-01-04 03:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,282.22,,281.31,281.5,281.95,282.76,1035,,,94,1.73,67,,,,,,68,803,Clouds,broken clouds,04n
1578110400,2020-01-04 04:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,282.18,,281.11,281.28,281.88,283.36,1035,,,93,1.92,67,,,,,,63,803,Clouds,broken clouds,04n
1578114000,2020-01-04 05:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,282.36,,280.81,281.32,281.97,283.36,1035,,,90,2.12,68,,,,,,71,803,Clouds,broken clouds,04n
1578117600,2020-01-04 06:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,282.25,,280.7,281.1,281.88,283.36,1035,,,90,2.24,68,,,,,,73,803,Clouds,broken clouds,04n
1578121200,2020-01-04 07:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,281.88,,280.01,280.5,281.52,282.81,1035,,,88,2.46,67,,,,,,74,803,Clouds,broken clouds,04n
1578124800,2020-01-04 08:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,280.85,,280.4,279.16,279.86,281.8,1036,,,97,2.62,67,,,,,,67,803,Clouds,broken clouds,04n
1578128400,2020-01-04 09:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,280.32,,280.03,278.18,279.34,281.51,1036,,,98,3.13,70,,,,,,64,803,Clouds,broken clouds,04d
1578132000,2020-01-04 10:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,283.09,,279.81,281.54,282.46,284.48,1036,,,80,3.08,78,,,,,,63,803,Clouds,broken clouds,04d
1578135600,2020-01-04 11:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,283.83,,280.16,282.99,283.33,284.7,1036,,,78,2.77,86,,,,,,46,802,Clouds,scattered clouds,03d
1578139200,2020-01-04 12:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,284.63,,280.74,283.84,283.28,285.93,1036,,,77,2.65,95,,,,,,36,802,Clouds,scattered clouds,03d
1578142800,2020-01-04 13:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,284.99,,280.71,284.19,283.95,285.57,1034,,,75,2.88,101,,,,,,24,801,Clouds,few clouds,02d
1578146400,2020-01-04 14:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,285.3,,280.81,284.5,284.25,285.97,1034,,,74,3.02,102,,,,,,15,801,Clouds,few clouds,02d
1578150000,2020-01-04 15:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,285.1,,280.81,284.31,284.13,285.8,1033,,,75,2.98,100,,,,,,6,800,Clear,sky is clear,01d
1578153600,2020-01-04 16:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,284.51,,280.44,283.69,283.36,285.31,1033,,,76,2.3,99,,,,,,3,800,Clear,sky is clear,01d
1578157200,2020-01-04 17:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,282.81,,279.53,282.09,281.7,284.38,1033,,,80,1.83,98,,,,,,1,800,Clear,sky is clear,01d
1578160800,2020-01-04 18:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,281.23,,278.17,280.11,279.93,283.27,1034,,,81,2,83,,,,,,2,800,Clear,sky is clear,01n
1578164400,2020-01-04 19:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,281.03,,277.62,279.83,280.29,281.76,1034,,,79,2.05,69,,,,,,1,800,Clear,sky is clear,01n
1578168000,2020-01-04 20:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,280.7,,277.12,279.37,280.02,281.86,1034,,,78,2.13,73,,,,,,1,800,Clear,sky is clear,01n
1578171600,2020-01-04 21:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,279.54,,275.99,277.98,278.51,281.14,1034,,,78,2.17,74,,,,,,0,800,Clear,sky is clear,01n
1578175200,2020-01-04 22:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,278.51,,277,276.81,277.52,279.33,1034,,,90,2.13,74,,,,,,1,800,Clear,sky is clear,01n
1578178800,2020-01-04 23:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,277.95,,276.61,276.05,276.96,278.7,1034,,,91,2.24,72,,,,,,0,800,Clear,sky is clear,01n
1578182400,2020-01-05 00:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,277.76,,276.42,275.87,276.74,278.44,1034,,,91,2.19,69,,,,,,0,800,Clear,sky is clear,01n
1578186000,2020-01-05 01:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,277.63,,276.45,275.81,276.52,278.24,1033,,,92,2.1,70,,,,,,2,800,Clear,sky is clear,01n
1578189600,2020-01-05 02:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,277.02,,275.99,275.07,275.94,277.51,1032,,,93,2.13,73,,,,,,1,800,Clear,sky is clear,01n
1578193200,2020-01-05 03:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,276.34,,275.32,274.18,275.39,276.81,1032,,,93,2.22,71,,,,,,1,800,Clear,sky is clear,01n
1578196800,2020-01-05 04:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,276.22,,275.35,274.14,275.26,276.85,1032,,,94,2.12,71,,,,,,1,800,Clear,sky is clear,01n
1578200400,2020-01-05 05:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,275.92,,275.2,273.9,275.03,276.63,1032,,,95,2.02,68,,,,,,1,800,Clear,sky is clear,01n
1578204000,2020-01-05 06:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,275.75,,275.03,273.76,274.93,276.59,1032,,,95,1.97,67,,,,,,1,800,Clear,sky is clear,01n
1578207600,2020-01-05 07:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,275.48,,274.76,273.3,274.65,276.42,1032,,,95,2.1,69,,,,,,5,800,Clear,sky is clear,01n
1578211200,2020-01-05 08:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,275.56,,274.69,273.19,274.82,276.52,1032,,,94,2.29,70,,,,,,6,800,Clear,sky is clear,01n
1578214800,2020-01-05 09:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,276.82,,275.49,274.21,276.22,277.73,1032,,,91,2.81,73,,,,,,0,800,Clear,sky is clear,01d
1578218400,2020-01-05 10:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,279.19,,277.36,277.37,278.58,279.72,1032,,,88,2.39,81,,,,,,0,800,Clear,sky is clear,01d
1578222000,2020-01-05 11:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,281.91,,276.95,281.09,281.33,282.68,1032,,,71,1.79,94,,,,,,0,800,Clear,sky is clear,01d
1578225600,2020-01-05 12:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,283.37,,278.35,282.3,283.02,283.76,1031,,,71,1.97,107,,,,,,0,800,Clear,sky is clear,01d
1578229200,2020-01-05 13:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,284.56,,279.5,283.61,283.92,284.97,1030,,,71,1.83,108,,,,,,1,800,Clear,sky is clear,01d
1578232800,2020-01-05 14:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,285.67,,279.72,284.73,284.81,286.7,1029,,,67,1.5,110,,,,,,0,800,Clear,sky is clear,01d
1578236400,2020-01-05 15:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,285.83,,280.08,284.93,284.96,286.85,1028,,,68,1.01,117,,,,,,0,800,Clear,sky is clear,01d
1578240000,2020-01-05 16:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,285.59,,280.28,284.72,284.48,286.55,1029,,,70,0.4,164,,,,,,1,800,Clear,sky is clear,01d
1578243600,2020-01-05 17:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,284.13,,279.08,283.14,283.13,284.75,1029,,,71,0.73,245,,,,,,0,800,Clear,sky is clear,01d
1578247200,2020-01-05 18:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,282.85,,279.02,282.85,282.68,283.17,1029,,,77,0.77,319,,,,,,0,800,Clear,sky is clear,01n
1578250800,2020-01-05 19:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,280.31,,277.27,280.31,279.02,281.7,1029,,,81,0.98,38,,,,,,1,800,Clear,sky is clear,01n
1578254400,2020-01-05 20:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,278.56,,276.73,278.56,277.24,279.86,1029,,,88,1.21,70,,,,,,0,800,Clear,sky is clear,01n
1578258000,2020-01-05 21:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,277.37,,276.03,276.28,276.42,278.36,1029,,,91,1.45,78,,,,,,0,800,Clear,sky is clear,01n
1578261600,2020-01-05 22:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,276.46,,275.74,274.78,275.96,277.46,1029,,,95,1.8,83,,,,,,0,800,Clear,sky is clear,01n
1578265200,2020-01-05 23:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,275.95,,275.52,274.32,275.44,276.98,1029,,,97,1.7,79,,,,,,0,800,Clear,sky is clear,01n
1578268800,2020-01-06 00:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,275.28,,274.85,273.51,274.77,276.21,1029,,,97,1.73,75,,,,,,1,800,Clear,sky is clear,01n
1578272400,2020-01-06 01:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,275.24,,274.67,273.53,274.8,276.22,1029,,,96,1.68,72,,,,,,0,800,Clear,sky is clear,01n
1578276000,2020-01-06 02:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,274.68,,274.4,272.34,274.24,275.44,1029,,,98,2.12,76,,,,,,0,800,Clear,sky is clear,01n
1578279600,2020-01-06 03:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,274.11,,273.83,271.45,273.73,275,1029,,,98,2.32,77,,,,,,0,800,Clear,sky is clear,01n
1578283200,2020-01-06 04:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,274.01,,273.87,271.33,273.56,275.01,1029,,,99,2.32,77,,,,,,1,800,Clear,sky is clear,01n
1578286800,2020-01-06 05:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,274.04,,273.76,271.62,273.35,275.24,1030,,,98,2.09,67,,,,,,1,800,Clear,sky is clear,01n
1578290400,2020-01-06 06:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,274.57,,274,271.96,274.11,275.73,1030,,,96,2.35,78,,,,,,4,800,Clear,sky is clear,01n
1578294000,2020-01-06 07:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,274.51,,273.8,271.51,274.05,275.68,1030,,,95,2.74,91,,,,,,3,800,Clear,sky is clear,01n
1578297600,2020-01-06 08:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,274.48,,273.47,272.29,273.95,275.75,1030,,,93,1.96,85,,,,,,26,802,Clouds,scattered clouds,03n
1578301200,2020-01-06 09:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,274.97,,273.81,272.67,274.3,276.35,1031,,,92,2.13,74,,,,,,92,804,Clouds,overcast clouds,04d
1578304800,2020-01-06 10:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,278.97,,274.7,277.68,278.25,280.59,1032,,,74,1.8,80,,,,,,100,804,Clouds,overcast clouds,04d
1578308400,2020-01-06 11:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,280.61,,277.03,280.61,279.46,282.06,1032,,,78,1.08,82,,,,,,100,804,Clouds,overcast clouds,04d
1578312000,2020-01-06 12:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,281.67,,278.06,281.67,280.78,282.83,1032,,,78,0.63,104,,,,,,100,804,Clouds,overcast clouds,04d
1578315600,2020-01-06 13:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,282.85,,279.57,282.85,281.7,283.88,1031,,,80,0.55,169,,,,,,99,804,Clouds,overcast clouds,04d
1578319200,2020-01-06 14:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,284.07,,278.61,283.02,283.13,284.91,1030,,,69,0.2,251,,,,,,67,803,Clouds,broken clouds,04d
1578322800,2020-01-06 15:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,284.31,,280.43,283.49,282.81,285.15,1030,,,77,0.26,311,,,,,,47,802,Clouds,scattered clouds,03d
1578326400,2020-01-06 16:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,284.29,,280.22,283.44,283.18,285.12,1030,,,76,0.38,277,,,,,,65,803,Clouds,broken clouds,04d
1578330000,2020-01-06 17:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,283.57,,279.9,282.7,282.8,284.69,1031,,,78,1.9,311,,,,,,93,804,Clouds,overcast clouds,04d
